Player,Team,Cap Number,Cash Spent,Year,Pos
Kahale Warring,Texans,"$601,051","$1,270,204",2019,TE
Bradley Sowell,Bears,"$597,059","$597,059",2019,TE
Foster Moreau,Raiders,"$596,451","$962,745",2019,TE
Christopher Herndon IV,Jets,"$592,901","$415,059",2019,TE
Zach Gentry,Steelers,"$581,115","$839,460",2019,TE
Cethan Carter,Bengals,"$572,000","$570,000",2019,TE
Deon Yelder,Chiefs,"$570,000","$570,000",2019,TE
Tanner Hudson,Buccaneers,"$570,000","$570,000",2019,TE
Mo Alie-Cox,Colts,"$570,000","$570,000",2019,TE
Johnny Mundt,Rams,"$570,000","$570,000",2019,TE
Ross Dwelley,49ers,"$570,000","$570,000",2019,TE
Pharaoh Brown,Browns,"$570,000","$570,000",2019,TE
Robert Tonyan,Packers,"$570,000","$570,000",2019,TE
Anthony Firkser,Titans,"$570,000","$570,000",2019,TE
Lance Kendricks,Chargers,"$569,118","$820,588",2019,TE
Troy Fumagalli,Broncos,"$565,451","$495,000",2019,TE
Luke Willson,Seahawks,"$531,176","$662,941",2019,TE
Jerome Cunningham,Commanders,"$531,176","$531,176",2019,TE
Tommy Sweeney,Bills,"$519,138","$591,552",2019,TE
Ryan Izzo,Patriots,"$512,268","$495,000",2019,TE
Ben Koyack,Jaguars,"$508,235","$508,235",2019,TE
Jaeden Graham,Falcons,"$495,000","$495,000",2019,TE
Darrell Daniels,Cardinals,"$493,235","$493,235",2019,TE
Jordan Thomas,Texans,"$485,072","$393,000",2019,TE
Trey Edmunds,Steelers,"$455,294","$455,294",2019,TE
Jacob Hollister,Seahawks,"$455,294","$455,294",2019,TE
Kaden Smith,Giants,"$436,765","$436,765",2019,TE
Malcolm Johnson,Packers,"$408,000","$408,000",2019,TE
J.P. Holtz,Bears,"$407,647","$407,647",2019,TE
Jason Croom,Bills,"$395,000","$393,000",2019,TE
Garrett Griffin,Saints,"$393,000","$393,000",2019,TE
Lance Lenoir,Cowboys,"$393,000","$393,000",2019,TE
Marcus Baugh,Panthers,"$383,000","$383,000",2019,TE
Clive Walford,Dolphins,"$381,176","$381,176",2019,TE
John Lovett,Chiefs,"$380,500","$385,500",2019,TE
Justin Johnson,Seahawks,"$379,666","$383,000",2019,TE
Austin Fort,Broncos,"$379,166","$381,500",2019,TE
Alex Gray,Falcons,"$378,000","$378,000",2019,TE
Andrew Vollert,Chargers,"$378,000","$378,000",2019,TE
David Wells,Chiefs,"$378,000","$378,000",2019,TE
Billy Brown,Colts,"$378,000","$378,000",2019,TE
Hale Hentges,Commanders,"$349,412","$349,412",2019,TE
Isaiah Searight,Giants,"$289,059","$289,059",2019,TE
Scott Simonson,Giants,"$265,588","$331,471",2019,TE
Stephen Carlson,Browns,"$262,059","$262,059",2019,TE
Kendall Blanton,Rams,"$232,941","$232,941",2019,TE
Nick O'Leary,Jaguars,"$227,647","$284,118",2019,TE
Jason Vander Laan,Saints,"$201,176","$201,176",2019,TE
Eric Saubert,Bears,"$193,706","$197,706",2019,TE
Josh Perkins,Eagles,"$189,706","$189,706",2019,TE
Chris Myarick,Dolphins,"$178,236","$178,236",2019,TE
Tyrone Swoopes,Seahawks,"$174,706","$174,706",2019,TE
Isaac Nauta,Lions,"$174,706","$174,706",2019,TE
Charles Jones,Jaguars,"$174,706","$174,706",2019,TE
Mason Schreck,Bengals,"$167,647","$167,647",2019,TE
Brandon Dillon,Vikings,"$160,000","$160,000",2019,TE
Cole Hikutini,Cowboys,"$136,000","$136,000",2019,TE
Charles Scarff,Ravens,"$136,000","$136,000",2019,TE
Temarrick Hemingway,Panthers,"$136,000","$136,000",2019,TE
Parker Hesse,Titans,"$136,000","$136,000",2019,TE
Dan Arnold,Cardinals,"$134,118","$134,118",2019,TE
Nate Becker,Bills,"$128,000","$128,000",2019,TE
Eric Tomlinson,Raiders,"$127,059","$127,059",2019,TE
Ian Bunting,Colts,"$96,000","$96,000",2019,TE
Dax Raymond,Bears,"$88,000","$88,000",2019,TE
Stephen Anderson,Chargers,"$88,000","$88,000",2019,TE
Daniel Helm,49ers,"$87,353","$87,353",2019,TE
Caleb Wilson,Commanders,"$87,353","$87,353",2019,TE
Evan Baylis,Packers,"$72,000","$72,000",2019,TE
Codey McElroy,Buccaneers,"$58,235","$58,235",2019,TE
Keith Towbridge,Commanders,"$56,000","$56,000",2019,TE
Kevin Rader,Steelers,"$48,000","$48,000",2019,TE
Matt Sokol,Jaguars,"$48,000","$48,000",2019,TE
Richard Rodgers,Eagles,"$47,353","$47,353",2019,TE
Wes Saxton,Seahawks,"$40,000","$40,000",2019,TE
Ross Travis,Jets,"$37,941","$37,941",2019,TE
Jordan Franks,Bengals,"$33,529","$33,529",2019,TE
Garrett Dickerson,Giants,"$33,529","$33,529",2019,TE
Ethan Wolf,Rams,"$32,000","$32,000",2019,TE
Carson Meier,Falcons,"$24,000","$24,000",2019,TE
Paul Butler,Raiders,"$24,000","$24,000",2019,TE
Alex Ellis,Eagles,"$16,000","$16,000",2019,TE
Jordan Leggett,Buccaneers,"$8,000","$8,000",2019,TE
Cole Wick,Saints,"$8,000","$8,000",2019,TE
Christian Scotland-Williamson,Steelers,$0,"$136,000",2019,TE
Zach Ertz,Eagles,"$12,481,500","$8,000,000",2020,TE
Travis Kelce,Chiefs,"$11,218,400","$9,250,000",2020,TE
Hunter Henry,Chargers,"$10,607,000","$10,607,000",2020,TE
Rob Gronkowski,Buccaneers,"$10,000,000","$10,000,000",2020,TE
Tyler Higbee,Rams,"$9,125,000","$8,400,000",2020,TE
Jared Cook,Saints,"$9,000,000","$7,000,000",2020,TE
Kyle Rudolph,Vikings,"$8,825,000","$7,375,000",2020,TE
Jack Doyle,Colts,"$8,500,000","$7,687,500",2020,TE
Darren Waller,Raiders,"$7,530,000","$7,630,000",2020,TE
Greg Olsen,Seahawks,"$6,906,250","$7,000,000",2020,TE
Nick Boyle,Ravens,"$6,833,333","$4,500,000",2020,TE
Jimmy Graham,Bears,"$6,000,000","$9,000,000",2020,TE
C.J. Uzomah,Bengals,"$5,883,333","$4,800,000",2020,TE
George Kittle,49ers,"$5,807,574","$20,133,000",2020,TE
Tyler Kroft,Bills,"$5,443,750","$4,000,000",2020,TE
Jesse James,Lions,"$5,279,000","$3,850,000",2020,TE
Jason Witten,Raiders,"$4,750,000","$4,000,000",2020,TE
T.J. Hockenson,Lions,"$4,594,824","$1,485,965",2020,TE
Cameron Brate,Buccaneers,"$4,250,000","$4,250,000",2020,TE
Vance McDonald,Steelers,"$3,827,500","$5,100,000",2020,TE
O.J. Howard,Buccaneers,"$3,530,182","$1,977,936",2020,TE
Darren Fells,Texans,"$3,500,000","$4,000,000",2020,TE
Virgil Green,Chargers,"$3,500,000","$2,700,000",2020,TE
Austin Hooper,Browns,"$3,500,000","$11,500,000",2020,TE
Eric Ebron,Steelers,"$3,500,000","$6,000,000",2020,TE
Evan Engram,Giants,"$3,410,447","$1,926,621",2020,TE
Maxx Williams,Cardinals,"$3,400,000","$3,150,000",2020,TE
Tyler Eifert,Jaguars,"$3,375,000","$4,671,875",2020,TE
Jacob Hollister,Seahawks,"$3,259,000","$3,259,000",2020,TE
Levine Toilolo,Giants,"$3,250,000","$3,250,000",2020,TE
Blake Jarwin,Cowboys,"$3,250,000","$6,250,000",2020,TE
Lee Smith,Bills,"$3,250,000","$3,250,000",2020,TE
Ryan Griffin,Jets,"$3,122,573","$3,878,823",2020,TE
David Njoku,Browns,"$3,030,791","$1,763,910",2020,TE
Noah Fant,Broncos,"$2,861,528","$1,067,306",2020,TE
Josh Hill,Saints,"$2,845,000","$2,095,000",2020,TE
Logan Thomas,Commanders,"$2,535,000","$3,660,000",2020,TE
MyCole Pruitt,Titans,"$2,500,000","$2,453,125",2020,TE
Jonnu Smith,Titans,"$2,309,572","$2,133,000",2020,TE
Marcedes Lewis,Packers,"$2,300,000","$2,300,000",2020,TE
Adam Shaheen,Dolphins,"$2,213,952","$2,270,980",2020,TE
Jeremy Sprinkle,Commanders,"$2,202,129","$2,133,000",2020,TE
Cethan Carter,Bengals,"$2,133,000","$2,133,000",2020,TE
Nick Vannett,Broncos,"$2,125,000","$3,000,000",2020,TE
Gerald Everett,Rams,"$1,923,234","$1,289,244",2020,TE
Derek Carrier,Raiders,"$1,850,000","$1,850,000",2020,TE
Mike Gesicki,Dolphins,"$1,803,252","$1,081,084",2020,TE
Blake Bell,Cowboys,"$1,684,375","$1,700,000",2020,TE
Demetrius Harris,Bears,"$1,650,000","$1,650,000",2020,TE
Dallas Goedert,Eagles,"$1,533,895","$991,298",2020,TE
Hayden Hurst,Falcons,"$1,483,276","$1,483,276",2020,TE
Cole Kmet,Bears,"$1,377,779","$3,681,116",2020,TE
Irv Smith Jr.,Vikings,"$1,317,828","$758,566",2020,TE
Chris Manhertz,Panthers,"$1,290,000","$1,140,000",2020,TE
Drew Sample,Bengals,"$1,251,431","$745,286",2020,TE
Antony Auclair,Buccaneers,"$1,250,000","$1,250,000",2020,TE
James O'Shaughnessy,Jaguars,"$1,197,500","$1,247,500",2020,TE
Josh Oliver,Jaguars,"$966,101","$688,220",2020,TE
Mark Andrews,Ravens,"$959,165","$750,000",2020,TE
Jace Sternberger,Packers,"$956,632","$705,000",2020,TE
Jordan Akins,Texans,"$940,379","$750,000",2020,TE
Ian Thomas,Panthers,"$936,998","$750,000",2020,TE
Christopher Herndon IV,Jets,"$917,381","$750,000",2020,TE
Will Dissly,Seahawks,"$912,567","$750,000",2020,TE
Dawson Knox,Bills,"$910,545","$705,000",2020,TE
Durham Smythe,Dolphins,"$908,058","$750,000",2020,TE
Jordan Reed,49ers,"$902,941","$902,941",2020,TE
Kahale Warring,Texans,"$881,303","$658,252",2020,TE
Dalton Schultz,Cowboys,"$863,089","$750,000",2020,TE
Trevon Wesco,Jets,"$851,643","$675,000",2020,TE
Trey Burton,Colts,"$837,647","$837,647",2020,TE
Darrell Daniels,Cardinals,"$825,000","$825,000",2020,TE
Tyler Conklin,Vikings,"$820,258","$750,000",2020,TE
Adam Trautman,Saints,"$818,073","$1,442,292",2020,TE
Jaylen Samuels,Steelers,"$814,516","$750,000",2020,TE
Jake Butt,Broncos,"$810,237","$735,000",2020,TE
Harrison Bryant,Browns,"$802,258","$1,379,032",2020,TE
Daniel Brown,Jets,"$800,000","$960,000",2020,TE
Foster Moreau,Raiders,"$797,098","$675,000",2020,TE
Dalton Keene,Patriots,"$781,014","$1,405,233",2020,TE
Brycen Hopkins,Rams,"$773,283","$1,263,132",2020,TE
Devin Asiasi,Patriots,"$771,476","$1,441,196",2020,TE
Richard Rodgers,Eagles,"$750,000","$910,000",2020,TE
Ross Dwelley,49ers,"$750,000","$750,000",2020,TE
Johnny Mundt,Rams,"$750,000","$750,000",2020,TE
Robert Tonyan,Packers,"$750,000","$750,000",2020,TE
Mo Alie-Cox,Colts,"$750,000","$750,000",2020,TE
Luke Stocker,Falcons,"$750,000","$1,050,000",2020,TE
Deon Yelder,Chiefs,"$750,000","$750,000",2020,TE
Dan Arnold,Cardinals,"$750,000","$750,000",2020,TE
Geoff Swaim,Titans,"$750,000","$910,000",2020,TE
Anthony Firkser,Titans,"$750,000","$750,000",2020,TE
Stephen Anderson,Chargers,"$750,000","$750,000",2020,TE
Pharaoh Brown,Texans,"$705,882","$705,882",2020,TE
Albert Okwuegbunam,Broncos,"$698,437","$1,260,220",2020,TE
Ryan Izzo,Patriots,"$692,268","$675,000",2020,TE
Colby Parkinson,Seahawks,"$691,139","$1,193,969",2020,TE
Josiah Deguara,Packers,"$678,632","$1,329,233",2020,TE
Stephen Carlson,Browns,"$675,000","$675,000",2020,TE
Jaeden Graham,Falcons,"$675,000","$675,000",2020,TE
J.P. Holtz,Bears,"$675,000","$675,000",2020,TE
Kaden Smith,Giants,"$675,000","$675,000",2020,TE
Zach Gentry,Steelers,"$672,880","$586,765",2020,TE
Tanner Hudson,Buccaneers,"$661,765","$661,765",2020,TE
Mason Schreck,Bengals,"$661,765","$661,765",2020,TE
Charlie Woerner,49ers,"$655,258","$791,032",2020,TE
Tyler Davis,Jaguars,"$649,887","$769,548",2020,TE
Sean McKeon,Cowboys,"$614,000","$622,000",2020,TE
Tommy Sweeney,Bills,"$610,903","$586,765",2020,TE
Donald Parham,Chargers,"$610,000","$610,000",2020,TE
Colin Thompson,Panthers,"$610,000","$610,000",2020,TE
Nick Keizer,Chiefs,"$610,000","$610,000",2020,TE
Nick O'Leary,Raiders,"$587,500","$637,500",2020,TE
Gabe Nabers,Chargers,"$574,118","$574,118",2020,TE
Noah Togiai,Colts,"$548,235","$548,235",2020,TE
Hunter Bryant,Lions,"$542,549","$555,883",2020,TE
Josh Perkins,Eagles,"$475,000","$475,000",2020,TE
John Lovett,Packers,"$439,411","$439,411",2020,TE
Temarrick Hemingway,Commanders,"$414,706","$414,706",2020,TE
Thaddeus Moss,Commanders,"$406,666","$420,000",2020,TE
Austin Fort,Broncos,"$401,166","$400,000",2020,TE
Darion Clark,Bears,"$400,000","$400,000",2020,TE
Eric Saubert,Jaguars,"$339,706","$339,706",2020,TE
Ben Ellefson,Jaguars,"$332,941","$332,941",2020,TE
Ross Travis,Jets,"$291,176","$291,176",2020,TE
Brandon Dillon,Vikings,"$225,246","$225,246",2020,TE
Chris Myarick,Dolphins,"$225,246","$225,246",2020,TE
Sean Culkin,Ravens,"$216,529","$216,529",2020,TE
Eric Saubert,Jaguars,"$174,529","$174,529",2020,TE
Stephen Sullivan,Seahawks,"$170,282","$170,282",2020,TE
Farrod Green,Colts,"$170,282","$170,282",2020,TE
Jake Bargas,Vikings,"$170,282","$170,282",2020,TE
Jared Pinkney,Falcons,"$170,282","$170,282",2020,TE
Hale Hentges,Vikings,"$158,824","$158,824",2020,TE
Troy Fumagalli,Broncos,"$158,824","$158,824",2020,TE
Nate Becker,Bills,"$153,482","$153,482",2020,TE
Jacob Breeland,Ravens,"$149,500","$144,500",2020,TE
Marcus Baugh,Commanders,"$143,529","$143,529",2020,TE
Dominique Dafney,Packers,"$143,529","$143,529",2020,TE
Eli Wolf,Ravens,"$142,800","$142,800",2020,TE
Jake Burt,Patriots,"$142,800","$142,800",2020,TE
Giovanni Ricci,Panthers,"$142,800","$142,800",2020,TE
Cole Hikutini,Cowboys,"$142,800","$142,800",2020,TE
Tyler Mabry,Seahawks,"$142,800","$142,800",2020,TE
Tommy Hudson,Titans,"$142,800","$142,800",2020,TE
Nick Bowers,Raiders,"$142,800","$142,800",2020,TE
Kendall Blanton,Rams,"$142,800","$142,800",2020,TE
Juwan Johnson,Saints,"$107,647","$107,647",2020,TE
Jordan Franks,Browns,"$100,800","$100,800",2020,TE
Codey McElroy,Buccaneers,"$100,800","$100,800",2020,TE
Daniel Helm,49ers,"$96,212","$96,212",2020,TE
Parker Hesse,Titans,"$92,400","$92,400",2020,TE
Eric Tomlinson,Ravens,"$88,235","$107,059",2020,TE
Seth DeValve,Cardinals,"$88,235","$107,059",2020,TE
Jordan Leggett,Broncos,"$84,000","$84,000",2020,TE
Rysen John,Giants,"$84,000","$84,000",2020,TE
Caleb Wilson,Eagles,"$79,412","$79,412",2020,TE
Hakeem Butler,Eagles,"$75,600","$75,600",2020,TE
Kyle Markway,Browns,"$67,200","$67,200",2020,TE
Connor Davis,Jets,"$58,800","$58,800",2020,TE
Charles Jones,Steelers,"$58,800","$58,800",2020,TE
Garrett Griffin,Saints,"$48,106","$48,106",2020,TE
Kevin Rader,Steelers,"$44,282","$44,282",2020,TE
Evan Baylis,Cardinals,"$42,000","$42,000",2020,TE
Jason Croom,Eagles,"$39,706","$39,706",2020,TE
Mitchell Wilcox,Bengals,"$35,882","$35,882",2020,TE
Matt Sokol,Chargers,"$35,882","$35,882",2020,TE
Rashod Berry,Patriots,"$35,882","$35,882",2020,TE
Jerell Adams,Lions,"$33,600","$33,600",2020,TE
Isaac Nauta,Packers,"$33,600","$33,600",2020,TE
Chase Harrell,49ers,"$25,200","$25,200",2020,TE
Dylan Cantrell,Commanders,"$16,800","$16,800",2020,TE
Tyrone Swoopes,Commanders,"$16,800","$16,800",2020,TE
Luke Willson,Seahawks,"$12,000","$12,000",2020,TE
Cole Wick,Saints,$0,$0,2020,TE
Ricky Seals-Jones,Chiefs,$0,$0,2020,TE
Matt LaCosse,Patriots,$0,"$150,000",2020,TE
Luke Willson,Seahawks,$0,$0,2020,TE
Ricky Seals-Jones,Chiefs,$0,$0,2020,TE
Jason Vander Laan,Saints,$0,"$150,000",2020,TE
Tyron Smith,Cowboys,"$17,545,000","$10,000,000",2018,LT
Russell Okung,Chargers,"$14,968,750","$12,468,750",2018,LT
Eric Fisher,Chiefs,"$13,950,000","$11,400,000",2018,LT
Trent Williams,Commanders,"$13,579,007","$10,053,125",2018,LT
Riley Reiff,Vikings,"$11,400,000","$9,200,000",2018,LT
Cordy Glenn,Bengals,"$11,250,000","$11,250,000",2018,LT
David Bakhtiari,Packers,"$11,075,000","$8,000,000",2018,LT
Joe Staley,49ers,"$10,918,750","$8,750,000",2018,LT
Anthony Castonzo,Colts,"$10,800,000","$8,000,000",2018,LT
Taylor Lewan,Titans,"$10,700,000","$19,500,000",2018,LT
Jason Peters,Eagles,"$10,666,666","$7,000,000",2018,LT
Terron Armstead,Saints,"$10,500,000","$10,300,000",2018,LT
Nate Solder,Giants,"$10,000,000","$22,000,000",2018,LT
Kelvin Beachum,Jets,"$9,500,000","$8,000,000",2018,LT
Andrew Whitworth,Rams,"$9,174,166","$11,250,000",2018,LT
Jake Matthews,Falcons,"$8,289,200","$19,446,000",2018,LT
Duane Brown,Seahawks,"$8,250,000","$14,600,000",2018,LT
Matt Kalil,Panthers,"$6,900,000","$11,250,000",2018,LT
Charles Leno Jr.,Bears,"$5,900,000","$5,000,000",2018,LT
Ronnie Stanley,Ravens,"$5,586,636","$2,312,212",2018,LT
Donald Penn,Raiders,"$5,275,000","$3,850,000",2018,LT
Alejandro Villanueva,Steelers,"$4,095,000","$6,000,000",2018,LT
Laremy Tunsil,Dolphins,"$3,397,541","$1,582,514",2018,LT
Taylor Decker,Lions,"$2,990,994","$1,446,998",2018,LT
D.J. Humphries,Cardinals,"$2,835,672","$1,650,288",2018,LT
Garett Bolles,Broncos,"$2,507,303","$966,461",2018,LT
Ben Ijalana,Jets,"$2,468,750","$2,400,000",2018,LT
Kolton Miller,Raiders,"$2,449,329","$8,357,316",2018,LT
Cameron Fleming,Cowboys,"$2,375,000","$2,500,000",2018,LT
Isaiah Wynn,Patriots,"$2,080,347","$6,881,388",2018,LT
Donovan Smith,Buccaneers,"$1,931,000","$1,262,571",2018,LT
Trent Brown,Patriots,"$1,907,000","$1,907,000",2018,LT
T.J. Clemmings,Raiders,"$1,907,000","$1,907,000",2018,LT
LaAdrian Waddle,Patriots,"$1,637,500","$1,500,000",2018,LT
Cam Robinson,Jaguars,"$1,595,029","$784,006",2018,LT
Jason Spriggs,Packers,"$1,364,809","$904,936",2018,LT
Jake Fisher,Bengals,"$1,355,302","$1,015,844",2018,LT
Marshall Newhouse,Panthers,"$1,073,529","$823,529",2018,LT
Dion Dawkins,Bills,"$950,735","$655,147",2018,LT
Greg Robinson,Browns,"$790,000","$790,000",2018,LT
Josh Wells,Jaguars,"$767,500","$730,000",2018,LT
Martinas Rankin,Texans,"$705,317","$1,381,268",2018,LT
Kendall Lamm,Texans,"$705,000","$705,000",2018,LT
Julie'n Davenport,Texans,"$701,605","$555,000",2018,LT
Halapoulivaati Vaitai,Eagles,"$686,281","$630,000",2018,LT
Joseph Noteboom,Rams,"$684,723","$1,298,892",2018,LT
Chukwuma Okorafor,Steelers,"$683,091","$1,292,364",2018,LT
Geron Christian,Commanders,"$674,072","$1,400,816",2018,LT
Amini Silatolu,Panthers,"$665,412","$801,882",2018,LT
Shon Coleman,49ers,"$658,000","$658,000",2018,LT
John Wetzel,Cardinals,"$630,000","$630,000",2018,LT
John Theus,Titans,"$630,000","$630,000",2018,LT
Sam Tevi,Chargers,"$595,451","$555,000",2018,LT
Zach Sterup,Dolphins,"$555,000","$555,000",2018,LT
Michael Liedtke,Buccaneers,"$555,000","$555,000",2018,LT
Tyrell Crosby,Lions,"$551,921","$767,684",2018,LT
Ereck Flowers,Jaguars,"$497,647","$497,647",2018,LT
Korey Cunningham,Cardinals,"$490,386","$542,190",2018,LT
Desmond Harrison,Browns,"$486,666","$500,000",2018,LT
Justin Murray,Raiders,"$480,000","$480,000",2018,LT
Alex Light,Packers,"$452,765","$454,765",2018,LT
Brian Mihalik,Giants,"$444,706","$444,706",2018,LT
Jamarco Jones,Seahawks,"$424,251","$608,004",2018,LT
Greg Senat,Ravens,"$392,602","$481,408",2018,LT
Zachary Crabtree,Chargers,"$368,000","$378,000",2018,LT
Steven Moore,Ravens,"$363,000","$363,000",2018,LT
Antonio Garcia,Colts,"$250,845","$250,845",2018,LT
Corey Robinson,Jaguars,"$248,824","$248,824",2018,LT
Rees Odhiambo,Cardinals,"$148,235","$148,235",2018,LT
Ben Braden,Jets,"$141,176","$141,176",2018,LT
Dieugot Joseph,Jets,"$130,000","$130,000",2018,LT
K.C. McDermott,Jaguars,"$129,200","$129,200",2018,LT
Darrell Williams Jr.,Rams,"$114,000","$114,000",2018,LT
Roderick Johnson,Texans,"$112,941","$112,941",2018,LT
Jylan Ware,Giants,"$98,800","$98,800",2018,LT
Ruben Holcomb,Buccaneers,"$83,600","$83,600",2018,LT
Pace Murphy,Chiefs,"$76,000","$76,000",2018,LT
Adam Bisnowaty,Vikings,"$76,000","$76,000",2018,LT
Andreas Knappe,Broncos,"$76,000","$76,000",2018,LT
Eric Smith,Jets,"$65,294","$65,294",2018,LT
Cole Croston,Patriots,"$60,800","$60,800",2018,LT
Michael Dunn,Jaguars,"$38,000","$38,000",2018,LT
De'Ondre Wesley,Colts,"$30,400","$30,400",2018,LT
